10.0.2.4,10.0.1.1,389,2.079351871
10.0.4.7,10.0.3.6,359,2.079614350
10.0.2.4,10.0.1.2,325,2.081100587
10.0.4.7,10.0.4.8,1710,2.081774709
10.0.3.6,10.0.4.7,87268,2.081938772
10.0.4.7,10.0.3.5,878,2.082502076
10.0.2.4,10.0.2.3,410,2.082505042
10.0.2.3,10.0.3.5,553,2.084886172
10.0.2.4,10.0.4.7,496,2.085630555
10.0.1.1,10.0.4.8,613825,2.087785921
10.0.4.7,10.0.4.8,35232,2.088863915
10.0.3.5,10.0.2.3,659,2.090298191
10.0.4.7,10.0.4.8,339,2.092229697
10.0.1.1,10.0.4.7,7562,2.092575072
10.0.1.2,10.0.3.5,578,2.092687661
10.0.3.5,10.0.4.7,205383,2.093179606
10.0.2.4,10.0.2.3,700,2.093611792
10.0.1.2,10.0.3.5,419,2.093994590
10.0.4.7,10.0.3.6,366,2.094307106
10.0.2.4,10.0.3.6,211142,2.094946466
10.0.3.6,10.0.4.8,1441,2.097653846
10.0.1.2,10.0.4.8,486,2.097725810
10.0.3.6,10.0.4.7,6902,2.100252869
10.0.2.4,10.0.4.7,482,2.102472495
10.0.3.6,10.0.4.8,1048,2.104018645
10.0.3.5,10.0.1.1,526,2.105723344
10.0.1.1,10.0.4.7,359,2.106737997
10.0.1.2,10.0.2.3,323,2.106851094
10.0.3.6,10.0.2.4,409,2.107895294
10.0.2.4,10.0.1.2,567,2.107946886
10.0.3.6,10.0.2.4,1338,2.110267869
10.0.4.7,10.0.3.5,476,2.112925149
10.0.1.1,10.0.4.7,214379,2.113624566
10.0.4.8,10.0.1.2,65138,2.113662803
10.0.2.4,10.0.1.2,2344,2.113940942
10.0.3.6,10.0.2.4,674,2.114414263
10.0.4.7,10.0.1.2,596,2.114443945
10.0.1.2,10.0.2.4,5549,2.114950373
10.0.2.3,10.0.4.7,607,2.117900001
10.0.1.1,10.0.1.2,947,2.119715997
10.0.3.6,10.0.1.2,1289949,2.120259958
10.0.3.5,10.0.4.7,1622,2.121323605
10.0.2.4,10.0.4.8,469,2.122953724
10.0.4.7,10.0.3.6,34330,2.123613277
10.0.2.3,10.0.2.4,433,2.126087899
10.0.2.3,10.0.1.1,70515,2.126579516
10.0.1.1,10.0.3.6,687,2.128665204
10.0.4.8,10.0.1.2,610,2.129987428
10.0.1.1,10.0.2.4,318,2.131999247
10.0.2.3,10.0.3.5,540,2.132098842
10.0.1.2,10.0.4.7,538,2.133095678
10.0.2.4,10.0.3.6,587,2.134164161
10.0.3.5,10.0.2.4,323,2.135080784
10.0.1.1,10.0.3.6,522,2.135731371
10.0.4.8,10.0.3.6,32871,2.135760878
10.0.3.5,10.0.4.7,301,2.136483049
10.0.4.7,10.0.3.6,547,2.137859023
10.0.1.2,10.0.4.8,527343,2.140944737
10.0.2.3,10.0.2.4,491,2.142613567
10.0.4.7,10.0.1.1,1928,2.147934649
10.0.1.2,10.0.3.5,522,2.148734548
10.0.2.4,10.0.3.6,1360,2.149380645
10.0.3.5,10.0.4.7,326,2.149579766
10.0.3.5,10.0.1.1,659,2.150998912
10.0.3.6,10.0.2.3,37496,2.152037867
10.0.3.5,10.0.4.8,637,2.154244588
10.0.4.7,10.0.4.8,203,2.155472107
10.0.2.3,10.0.1.2,941,2.156420353
10.0.4.7,10.0.1.2,452,2.158359184
10.0.1.2,10.0.3.6,998,2.161421766
10.0.1.1,10.0.4.7,56174,2.163828873
10.0.1.1,10.0.2.3,408,2.164102175
10.0.2.4,10.0.3.6,345,2.164281657
10.0.2.4,10.0.3.6,1894,2.164753212
10.0.1.1,10.0.3.5,267,2.166443798
10.0.2.3,10.0.1.2,502,2.168519986
10.0.4.8,10.0.2.3,66691,2.170971113
10.0.4.8,10.0.3.6,628,2.171228794
10.0.2.4,10.0.1.2,47033,2.173079179
10.0.3.5,10.0.4.7,289723,2.173290175
10.0.3.5,10.0.2.3,705,2.173770369
10.0.1.1,10.0.2.4,677,2.174301182
10.0.3.6,10.0.1.2,86684,2.174467118
10.0.1.2,10.0.4.8,310,2.176459160
10.0.2.3,10.0.1.2,460,2.176727407
10.0.4.8,10.0.2.4,78839,2.177256645
10.0.1.2,10.0.4.8,411,2.179072227
10.0.2.3,10.0.1.1,1325,2.179095661
10.0.2.4,10.0.2.3,744,2.180412640
10.0.3.6,10.0.4.7,6434,2.184913836
10.0.4.8,10.0.1.1,2429,2.184951275
10.0.3.6,10.0.4.8,882,2.185010465
10.0.2.3,10.0.1.2,53288,2.185160732
10.0.1.2,10.0.1.1,983,2.187532248
10.0.1.2,10.0.3.6,483,2.187711356
10.0.1.2,10.0.2.3,34006,2.188255204
10.0.1.1,10.0.2.3,734,2.188725626
10.0.3.6,10.0.1.2,634,2.190559505
10.0.3.6,10.0.1.2,499289,2.191111640
10.0.1.1,10.0.4.7,888,2.192933958
10.0.2.4,10.0.1.2,594639,2.193909125
10.0.2.4,10.0.1.2,232,2.196421301
10.0.3.5,10.0.3.6,40864,2.196910103
10.0.1.1,10.0.2.4,76849,2.201122905
10.0.3.5,10.0.1.1,42222,2.201211430
10.0.2.4,10.0.4.8,431,2.201832677
10.0.4.8,10.0.3.5,310,2.202180058
10.0.4.7,10.0.1.2,346,2.202995626
10.0.4.8,10.0.2.4,36332,2.203536755
10.0.4.7,10.0.1.1,68632,2.204742646
10.0.1.1,10.0.4.8,343,2.205885339
10.0.1.1,10.0.3.6,68643,2.206356863
10.0.3.5,10.0.1.1,52930,2.206646352
10.0.1.1,10.0.3.6,576,2.207644928
10.0.3.6,10.0.1.2,50927,2.209653120
10.0.1.2,10.0.2.3,404,2.210466518
10.0.1.1,10.0.4.7,640,2.210791210
10.0.4.8,10.0.1.1,45289,2.210961298
10.0.2.4,10.0.3.5,346,2.210975002
10.0.1.1,10.0.2.3,250652,2.212332661
10.0.2.3,10.0.1.1,273770,2.213521106
10.0.4.7,10.0.1.1,397,2.214073837
10.0.1.2,10.0.1.1,339,2.214439258
10.0.3.6,10.0.2.4,659,2.215325964
10.0.3.6,10.0.2.4,1885,2.215540176
10.0.4.7,10.0.4.8,619,2.215611395
10.0.2.4,10.0.4.7,3209,2.216468052
10.0.3.6,10.0.3.5,6198,2.220646025
10.0.3.5,10.0.3.6,930,2.221078900
10.0.1.1,10.0.2.3,476,2.221839826
10.0.3.6,10.0.4.8,603,2.223186122
10.0.2.3,10.0.3.6,223,2.223785139
10.0.1.1,10.0.2.3,862,2.225445788
10.0.4.8,10.0.1.1,632,2.225733397
10.0.1.2,10.0.4.8,48853,2.227024413
10.0.2.3,10.0.1.1,73422,2.227328278
10.0.2.4,10.0.3.5,594,2.227751329
10.0.2.3,10.0.1.1,749,2.228096329
10.0.3.5,10.0.4.7,371,2.232604701
10.0.3.5,10.0.1.2,542,2.233393408
10.0.3.6,10.0.4.7,44112,2.234609708
10.0.4.7,10.0.3.5,10465,2.234704196
10.0.3.5,10.0.1.2,46653,2.240469700
10.0.1.2,10.0.2.3,62975,2.242323001
10.0.2.3,10.0.2.4,441,2.246432773
10.0.3.6,10.0.2.3,682,2.246981230
10.0.1.2,10.0.2.4,431,2.250693397
10.0.2.4,10.0.3.6,51595,2.251733744
10.0.4.7,10.0.1.2,1112,2.252055458
10.0.3.5,10.0.1.1,501,2.252229549
10.0.2.3,10.0.1.2,5026667,2.252501595
10.0.4.8,10.0.1.1,652,2.257848974
10.0.4.7,10.0.3.5,671,2.258027015
10.0.4.8,10.0.1.2,171040,2.258432146
10.0.2.3,10.0.3.5,124196,2.258593722
10.0.4.8,10.0.2.4,40790,2.259210087
10.0.3.5,10.0.1.1,853,2.259457250
10.0.2.4,10.0.4.7,375,2.259474214
10.0.2.4,10.0.4.7,421,2.259743529
10.0.4.7,10.0.1.2,831,2.260872447
10.0.1.1,10.0.4.8,421,2.262383809
10.0.4.7,10.0.3.5,333,2.264236903
10.0.1.2,10.0.2.4,46222,2.264569563
10.0.3.6,10.0.2.4,949,2.265489086
10.0.4.7,10.0.2.3,64250,2.266220666
10.0.3.5,10.0.3.6,6130,2.267449011
10.0.4.7,10.0.4.8,712,2.268199777
10.0.1.2,10.0.1.1,1687,2.269153462
10.0.4.8,10.0.2.3,31169,2.269791535
10.0.1.2,10.0.3.5,593,2.270569818
10.0.2.4,10.0.3.6,39072,2.271248233
10.0.4.8,10.0.1.2,46744,2.271817317
10.0.1.1,10.0.2.3,340,2.272318087
10.0.4.7,10.0.4.8,562,2.273065897
10.0.1.1,10.0.3.5,623,2.273243997
10.0.4.7,10.0.1.1,109980,2.274945651
10.0.3.5,10.0.3.6,310,2.276537250
10.0.2.3,10.0.4.8,66419,2.277119705
10.0.4.8,10.0.2.4,1364,2.277136918
10.0.1.2,10.0.4.8,5614,2.277282334
10.0.2.3,10.0.4.8,42193,2.278867526
10.0.1.2,10.0.4.8,30610,2.279011536
10.0.3.5,10.0.1.1,608,2.280303551
10.0.3.5,10.0.3.6,895,2.280712380
10.0.2.3,10.0.1.1,241706,2.285074138
10.0.1.2,10.0.3.5,138987,2.287190104
10.0.4.8,10.0.3.5,72610,2.287927774
10.0.3.5,10.0.2.3,34386,2.289018339
10.0.1.2,10.0.2.4,357,2.290118073
10.0.4.8,10.0.3.5,345,2.291716111
10.0.4.7,10.0.1.2,36897,2.292326862
10.0.4.8,10.0.3.5,439,2.292542835
10.0.4.7,10.0.3.5,328,2.292699206
10.0.1.2,10.0.1.1,834,2.293701085
10.0.1.2,10.0.3.5,431704,2.295475978
10.0.4.8,10.0.3.6,641,2.295479712
10.0.2.4,10.0.3.5,562,2.295746114
10.0.3.5,10.0.4.8,523,2.299436799
10.0.4.7,10.0.1.1,527,2.300540936
10.0.1.1,10.0.2.3,680,2.302513670
10.0.1.2,10.0.2.4,46647,2.302548581
10.0.4.7,10.0.1.1,257428,2.302734120
10.0.2.4,10.0.1.1,58888,2.303346590
10.0.1.2,10.0.2.4,60032,2.303931487
10.0.4.8,10.0.2.4,351,2.304727926
10.0.4.7,10.0.3.5,61557,2.305989740
10.0.2.3,10.0.4.7,947,2.306886921
10.0.2.3,10.0.4.7,690,2.308331804
10.0.1.2,10.0.4.8,573,2.309168359
10.0.2.4,10.0.4.7,433,2.309617723
10.0.2.3,10.0.4.7,97231,2.310079366
10.0.3.5,10.0.4.7,204,2.310826795
10.0.2.4,10.0.4.7,521,2.312138242
10.0.2.4,10.0.3.6,1721,2.315255313
10.0.1.2,10.0.1.1,687,2.316426582
10.0.3.6,10.0.3.5,338,2.318092683
10.0.1.1,10.0.4.7,771,2.319552100
10.0.3.6,10.0.1.2,399,2.320085769
10.0.1.1,10.0.4.8,586,2.322158526
10.0.3.6,10.0.2.3,703011,2.322651900
10.0.3.5,10.0.1.2,5737,2.323612782
10.0.1.2,10.0.4.7,1443247,2.323919111
10.0.3.5,10.0.1.2,1836,2.324571622
10.0.1.1,10.0.3.6,373,2.324857520
10.0.1.1,10.0.2.4,341,2.325198207
10.0.4.8,10.0.4.7,651,2.325952189
10.0.4.7,10.0.1.2,831,2.326503241
10.0.4.7,10.0.4.8,46999,2.326945104
10.0.2.4,10.0.3.6,17860,2.327461768
10.0.4.8,10.0.2.3,478,2.328068392
10.0.3.5,10.0.2.4,68751,2.329483981
10.0.4.8,10.0.4.7,44773,2.329579682
10.0.3.5,10.0.1.2,669,2.330679907
10.0.4.7,10.0.1.1,574,2.332227949
10.0.4.8,10.0.3.6,878,2.332663558
10.0.2.4,10.0.1.2,318,2.333106880
10.0.4.7,10.0.3.5,809,2.334012321
10.0.4.7,10.0.1.1,1173508,2.335407450
10.0.3.5,10.0.4.8,43871,2.335452240
10.0.2.4,10.0.3.5,666,2.335591904
10.0.2.4,10.0.1.2,1187,2.335841810
10.0.3.6,10.0.2.4,34597,2.335892428
10.0.3.6,10.0.2.3,466,2.336851308
10.0.1.2,10.0.1.1,27,2.337724491
10.0.3.6,10.0.1.1,458,2.341332154
10.0.1.1,10.0.4.8,747,2.341980170
10.0.3.5,10.0.2.4,590,2.344630288
10.0.1.1,10.0.4.7,221,2.349161467
10.0.1.1,10.0.3.6,721,2.349405236
10.0.4.7,10.0.1.1,509,2.351671739
10.0.4.7,10.0.1.1,676,2.353156157
10.0.1.1,10.0.4.7,660,2.353215908
10.0.3.6,10.0.4.7,745,2.355758272
10.0.2.4,10.0.3.6,525,2.356403168
10.0.2.4,10.0.2.3,594,2.357448257
10.0.4.7,10.0.2.3,841,2.357651547
10.0.4.8,10.0.4.7,646,2.359794565
10.0.1.1,10.0.3.6,333,2.359845584
10.0.4.8,10.0.1.1,339,2.360518134
10.0.4.8,10.0.1.1,343,2.362785201
10.0.3.6,10.0.4.7,4860,2.364897425
10.0.1.1,10.0.1.2,351,2.365725980
10.0.1.2,10.0.3.5,15462,2.366057097
10.0.3.5,10.0.1.2,1364,2.366238967
10.0.4.8,10.0.1.2,640,2.366452316
10.0.2.3,10.0.2.4,42313,2.366757214
10.0.4.8,10.0.1.1,1423,2.367435244
10.0.2.3,10.0.1.2,603,2.368662004
10.0.1.1,10.0.3.6,624,2.368926351
10.0.3.6,10.0.4.8,1487,2.368993623
10.0.2.4,10.0.3.5,607,2.370598731
10.0.3.6,10.0.2.4,5198,2.371319747
10.0.2.3,10.0.1.1,301,2.373033393
10.0.4.8,10.0.2.4,950700,2.376002087
10.0.3.6,10.0.4.7,1654,2.376627105
10.0.2.4,10.0.2.3,36977,2.377184284
10.0.1.1,10.0.4.7,158291,2.377348601
10.0.2.4,10.0.3.6,1222,2.378404234
10.0.2.4,10.0.4.7,613,2.379559172
10.0.2.4,10.0.4.7,1923,2.380893043
10.0.2.3,10.0.3.5,339,2.381963417
10.0.3.5,10.0.1.2,424,2.382039761
10.0.2.3,10.0.1.2,464,2.382109212
10.0.2.3,10.0.4.7,390,2.383630577
10.0.1.2,10.0.2.3,1470,2.383921956
10.0.2.4,10.0.4.7,46052,2.384411814
10.0.4.8,10.0.4.7,310,2.385074733
10.0.4.7,10.0.1.2,1178981,2.385223171
10.0.4.8,10.0.1.2,421,2.385719718
10.0.2.4,10.0.1.1,402,2.387613610
10.0.2.3,10.0.1.1,506,2.389440507
10.0.1.1,10.0.4.7,35338,2.390426425
10.0.4.8,10.0.3.6,339642,2.391560507
10.0.1.2,10.0.3.6,627,2.391711286
10.0.2.3,10.0.3.5,216,2.392241366
10.0.2.3,10.0.4.7,453,2.392989022
10.0.2.3,10.0.4.8,670056,2.393967533
10.0.3.5,10.0.1.1,656,2.394259502
10.0.1.1,10.0.2.3,35410,2.394645744
10.0.3.5,10.0.3.6,546,2.396866427
10.0.1.1,10.0.2.4,56342,2.399733437
10.0.4.8,10.0.3.5,242070,2.400176277
10.0.4.7,10.0.1.2,625,2.400898860
10.0.1.2,10.0.3.6,386,2.400926145
10.0.1.1,10.0.2.4,318,2.401416020
10.0.1.1,10.0.3.6,1157,2.401940778
10.0.1.1,10.0.3.5,584,2.404175857
10.0.4.8,10.0.2.4,301,2.404448755
10.0.1.1,10.0.3.5,31458,2.406540988
10.0.2.4,10.0.3.6,460,2.406624463
10.0.4.7,10.0.3.6,6293,2.407505665
10.0.4.8,10.0.2.4,449,2.410687536
10.0.2.3,10.0.1.1,599,2.411238286
10.0.3.5,10.0.1.2,76564,2.412933739
10.0.1.1,10.0.4.8,1127,2.413038703
10.0.1.1,10.0.3.6,941,2.413870134
10.0.2.4,10.0.1.2,77693,2.414573784
10.0.4.8,10.0.4.7,452,2.415242332
10.0.1.2,10.0.4.7,621,2.415564076
10.0.1.2,10.0.2.3,716,2.416981721
10.0.3.6,10.0.2.4,32224,2.417359458
10.0.2.4,10.0.3.5,391,2.417375621
10.0.1.2,10.0.3.5,561,2.417377158
10.0.4.8,10.0.4.7,414,2.418866959
10.0.2.4,10.0.1.2,945,2.420716540
10.0.2.3,10.0.1.2,209,2.420877426
10.0.3.5,10.0.1.1,62034,2.422327986
10.0.4.7,10.0.3.5,181112,2.422588495
10.0.3.5,10.0.2.3,560,2.423477766
10.0.2.4,10.0.2.3,610,2.427981503
10.0.3.5,10.0.1.2,196325,2.429395278
10.0.1.2,10.0.2.4,73179,2.430350307
10.0.4.7,10.0.3.6,561,2.430899069
10.0.3.6,10.0.1.2,236,2.431237260
10.0.1.1,10.0.4.8,274490,2.431518592
10.0.1.2,10.0.2.4,923715,2.431881468
10.0.3.5,10.0.4.7,725,2.435584705
10.0.1.1,10.0.1.2,1165,2.436369831
10.0.1.1,10.0.2.3,490,2.438934953
10.0.2.3,10.0.3.5,501,2.441879219
10.0.3.5,10.0.4.7,562,2.443020076
10.0.3.5,10.0.1.2,650,2.443076236
10.0.3.6,10.0.3.5,304,2.443464188
10.0.3.6,10.0.2.3,239,2.443890566
10.0.3.6,10.0.2.3,584,2.444636450
10.0.3.6,10.0.4.8,32382,2.445513603
10.0.1.2,10.0.4.7,619,2.446777884
10.0.2.3,10.0.2.4,43435,2.449484934
10.0.3.5,10.0.1.1,52839,2.450580465
10.0.2.3,10.0.1.2,245908,2.452522839
10.0.1.1,10.0.4.8,613,2.456156583
10.0.1.1,10.0.4.7,74996,2.456426904
10.0.4.7,10.0.1.2,510,2.457278392
10.0.2.3,10.0.3.6,46780,2.457757987
10.0.2.4,10.0.4.7,587,2.461798065
10.0.2.4,10.0.2.3,1431,2.462204330
10.0.4.8,10.0.1.2,205645,2.463671135
10.0.1.2,10.0.3.6,40898,2.464929864
10.0.4.7,10.0.1.1,1023,2.465277442
10.0.2.3,10.0.3.6,163571,2.467207560
10.0.4.7,10.0.1.2,35710,2.467917176
10.0.2.3,10.0.1.2,312,2.468627713
10.0.3.6,10.0.2.3,149580,2.469262201
10.0.1.2,10.0.4.7,43931,2.470467851
10.0.3.5,10.0.2.4,47459,2.470764787
10.0.1.2,10.0.2.3,1209,2.471149498
10.0.2.4,10.0.1.2,1782,2.473873770
10.0.1.1,10.0.2.3,34131,2.473933223
10.0.3.6,10.0.1.1,305,2.475396084
10.0.2.3,10.0.3.6,742,2.475738689
10.0.3.6,10.0.4.8,6881,2.477185871
10.0.2.3,10.0.4.8,1899,2.478333198
10.0.2.4,10.0.4.8,30584,2.479723770
10.0.4.8,10.0.3.5,600,2.480220983
10.0.4.7,10.0.2.4,43452,2.481637584
10.0.2.3,10.0.1.2,473,2.481897755
10.0.2.4,10.0.2.3,5370,2.483093746
10.0.3.5,10.0.4.7,512,2.483638565
10.0.3.6,10.0.2.3,319,2.484289781
10.0.3.6,10.0.4.8,768,2.486750693
10.0.3.5,10.0.1.2,1673,2.488959111
10.0.3.6,10.0.1.2,336,2.490733351
10.0.3.5,10.0.3.6,308,2.490755950
10.0.2.4,10.0.1.2,3745,2.491281480
10.0.1.1,10.0.4.8,981,2.491368549
10.0.4.8,10.0.3.5,308,2.494632281
10.0.4.7,10.0.3.6,295,2.494797499
10.0.1.2,10.0.1.1,332,2.494900555
10.0.1.1,10.0.4.7,98664,2.495362776
10.0.4.7,10.0.4.8,349,2.497784036
10.0.2.3,10.0.4.7,318,2.500225725
10.0.1.2,10.0.4.7,373,2.500469247
10.0.1.2,10.0.1.1,539,2.501200208
10.0.1.2,10.0.4.7,699,2.501793847
10.0.3.5,10.0.4.8,400,2.509526140
10.0.1.1,10.0.2.3,519,2.510893783
10.0.1.2,10.0.4.8,1951,2.511479175
10.0.3.5,10.0.4.8,911,2.514810093
10.0.1.1,10.0.2.4,257384,2.515262932
10.0.3.6,10.0.4.7,32310,2.518232527
10.0.1.1,10.0.2.4,912,2.518393821
10.0.3.6,10.0.1.2,891,2.519502945
10.0.4.7,10.0.1.1,1217,2.519876361
10.0.4.8,10.0.2.4,844,2.520861589
10.0.4.7,10.0.1.2,865,2.523089418
10.0.1.2,10.0.2.3,78343,2.525401279
10.0.2.4,10.0.1.1,381,2.525464835
10.0.4.7,10.0.4.8,582,2.527016755
10.0.4.7,10.0.4.8,233,2.528189491
10.0.1.2,10.0.2.3,46334,2.529129748
10.0.1.1,10.0.1.2,89830,2.529399148
10.0.1.1,10.0.2.4,258,2.529765640
10.0.3.5,10.0.3.6,788,2.530166873
10.0.4.8,10.0.2.4,4457,2.530478658
10.0.4.8,10.0.4.7,766,2.530864631
10.0.3.6,10.0.1.1,349,2.535440260
10.0.3.6,10.0.2.3,559,2.537003850
10.0.2.4,10.0.2.3,461,2.538381790
10.0.2.3,10.0.3.6,384,2.539136165
10.0.3.6,10.0.3.5,437,2.540465024
10.0.1.2,10.0.4.7,712,2.541611674
10.0.4.7,10.0.3.5,1941,2.543306345
10.0.1.2,10.0.3.5,2058,2.544932504
10.0.2.4,10.0.4.7,1068,2.545442088
10.0.1.2,10.0.2.3,522,2.546593664
10.0.3.6,10.0.4.8,367,2.546933535
10.0.2.4,10.0.1.1,480,2.547622641
10.0.1.2,10.0.3.6,394,2.547636376
10.0.4.8,10.0.3.5,649,2.547843815
10.0.3.6,10.0.1.1,587,2.550961610
10.0.2.3,10.0.4.8,520,2.551353806
10.0.1.2,10.0.2.4,4847,2.551600507
10.0.1.1,10.0.2.4,597,2.552173813
10.0.2.4,10.0.4.8,35848,2.553151082
10.0.2.3,10.0.1.2,576,2.553428746
10.0.1.2,10.0.1.1,340,2.555085808
10.0.2.3,10.0.3.5,349,2.558240743
10.0.3.6,10.0.1.2,654,2.558466412
10.0.4.7,10.0.1.2,444,2.558486880
10.0.1.2,10.0.2.4,913007,2.558704333
10.0.4.7,10.0.1.2,318,2.559686634
10.0.2.3,10.0.3.6,360,2.559910645
10.0.1.1,10.0.4.7,35057,2.560183293
10.0.3.5,10.0.2.3,640,2.562711079
10.0.3.6,10.0.3.5,581,2.563404445
10.0.4.7,10.0.2.4,5096768,2.563488478
10.0.4.7,10.0.4.8,583,2.565371123
10.0.2.4,10.0.1.1,779,2.566111069
10.0.4.8,10.0.4.7,739,2.567222963
10.0.3.5,10.0.4.8,1407,2.569188069
10.0.2.3,10.0.2.4,506,2.569375166
10.0.1.2,10.0.3.5,307,2.572221363
10.0.1.1,10.0.1.2,401,2.572412822
10.0.1.2,10.0.4.7,1554,2.573723593
10.0.1.2,10.0.2.4,828,2.573750327
10.0.3.5,10.0.2.4,621,2.576035001
10.0.2.3,10.0.2.4,346,2.576424954
10.0.2.3,10.0.3.6,1606,2.577207139
10.0.4.7,10.0.4.8,961,2.577925412
10.0.2.3,10.0.2.4,63021,2.578822891
10.0.3.6,10.0.1.1,367,2.581586407
10.0.2.3,10.0.1.2,619,2.582546929
10.0.4.8,10.0.2.4,54121,2.590607043
10.0.2.4,10.0.1.2,329,2.592386797
10.0.2.3,10.0.1.1,444,2.594319372
10.0.1.1,10.0.2.4,84278,2.596340397
10.0.2.4,10.0.3.6,793,2.597780556
10.0.4.8,10.0.1.2,323,2.598326964
10.0.1.2,10.0.2.4,851,2.600847753
10.0.2.4,10.0.2.3,961,2.602550460
10.0.3.6,10.0.1.1,43534,2.602793211
10.0.3.5,10.0.2.4,304,2.604268376
10.0.3.6,10.0.2.3,46359,2.607994155
10.0.3.6,10.0.1.1,65752,2.609183278
10.0.4.8,10.0.4.7,481,2.612291831
10.0.2.4,10.0.4.7,1039,2.612980374
10.0.3.5,10.0.2.3,1710,2.614407972
10.0.3.6,10.0.4.8,260,2.616483665
10.0.1.1,10.0.1.2,343,2.617159326
10.0.4.7,10.0.2.3,376,2.617486996
10.0.3.5,10.0.2.3,591,2.617749520
10.0.3.5,10.0.2.4,541,2.619068263
10.0.1.1,10.0.2.4,482,2.620421871
10.0.1.2,10.0.2.4,644,2.620831341
10.0.2.4,10.0.3.6,660,2.622814389
10.0.1.2,10.0.3.6,334,2.624589458
10.0.1.2,10.0.3.6,503,2.625002942
10.0.1.1,10.0.2.3,254,2.626354054
10.0.4.7,10.0.2.4,104,2.627071563
10.0.3.5,10.0.2.3,273240,2.629142518
10.0.1.2,10.0.3.5,37504,2.629789082
10.0.2.4,10.0.4.8,314,2.632926422
10.0.4.7,10.0.1.1,6011,2.632953650
10.0.4.7,10.0.4.8,523,2.635048164
10.0.3.5,10.0.2.4,602,2.636026601
10.0.2.3,10.0.3.5,284,2.636049319
10.0.3.6,10.0.3.5,83580,2.636406500
10.0.2.3,10.0.4.7,888,2.636976103
10.0.1.1,10.0.2.3,308,2.640214985
10.0.3.6,10.0.2.4,47488,2.640767627
10.0.4.8,10.0.2.4,5,2.641422007
10.0.3.5,10.0.2.4,843,2.641534321
10.0.1.2,10.0.4.8,348176,2.641892653
10.0.2.4,10.0.3.5,3996,2.642186843
10.0.4.7,10.0.2.3,37887,2.644894712
